-0.5	1.1
-6.8	1.1
1	1.1
-1.3	1.1
-22.4	1.1
-8.0	1.1
-5.6	1.1
-1.8	1.1
1	1.1
0.4	1.1
-3.1	1.1
-9.2	1.1
-1.1	1.1
0.6	1.1
1	1.1
-0.2	1.1
-7.1	1.1
-3.2	1.1
1	1.1
-27.1	1.1
0.6	1.1
0.6	1.1
-4.3	1.1
1	1.1
1	1.1
-0.4	1.1
-0.8	1.1
0.7	1.1
0.2	1.1
1	1.1
0.9	1.1
0.3	1.1
0.8	1.1
1	1.1
1	1.1
-1.8	1.1
-0.6	1.1
0.7	1.1
0.7	1.1
1	1.1
0.5	1.1
1	1.1
0.1	1.1
-3.9	1.1
-5.1	1.1
-0.1	1.1
-30.1	1.1
-3.3	1.1
-4.9	1.1
-6.4	1.1
0.5	1.1
1.11022302463e-16	1.1
1.11022302463e-16	1.1
0.4	1.1
0.7	1.1
1	1.1
0.9	1.1
0.9	1.1
1	1.1
-1.6	1.1
0.9	1.1
1	1.1
-0.5	1.1
1	1.1
0.3	1.1
-4.9	1.1
-2.1	1.1
0.9	1.1
0.2	1.1
0.7	1.1
-2.3	1.1
0.8	1.1
-20.0	1.1
0.8	1.1
1	1.1
-0.4	1.1
0.9	1.1
0.9	1.1
0.8	1.1
0.6	1.1
-10.1	1.1
1	1.1
-0.3	1.1
-0.9	1.1
-1.1	1.1
1	1.1
-1.9	1.1
1	1.1
0.8	1.1
0.4	1.1
1	1.1
-1.5	1.1
0.8	1.1
1	1.1
0.2	1.1
1	1.1
-4.0	1.1
-10.6	1.1
0.3	1.1
0.6	1.1
1	1.1
-0.1	1.1
0.8	1.1
1	1.1
1	1.1
-1.5	1.1
1	1.1
0.7	1.1
0.8	1.1
0.8	1.1
-0.6	1.1
0.9	1.1
-30.1	1.1
1	1.1
-7.9	1.1
0.7	1.1
0.6	1.1
0.7	1.1
1	1.1
0.8	1.1
0.9	1.1
0.3	1.1
0.9	1.1
1	1.1
1	1.1
0.8	1.1
0.6	1.1
1	1.1
0.5	1.1
0.7	1.1
0.8	1.1
0.5	1.1
0.8	1.1
0.9	1.1
0.7	1.1
0.1	1.1
0.8	1.1
0.1	1.1
1	1.1
-0.4	1.1
1	1.1
1	1.1
1	1.1
0.8	1.1
-2.9	1.1
0.7	1.1
0.8	1.1
1	1.1
1	1.1
0.9	1.1
0.5	1.1
0.4	1.1
-0.8	1.1
