-4.6	1.1
-5.2	1.1
-7.4	1.1
-1.5	1.1
-0.1	1.1
-5.7	1.1
-1.8	1.1
-0.4	1.1
-22.3	1.1
1	1.1
-7.9	1.1
1	1.1
-6.9	1.1
1	1.1
-2.4	1.1
-13.4	1.1
1	1.1
0.8	1.1
-1.0	1.1
1.11022302463e-16	1.1
-8.9	1.1
-0.7	1.1
-2.8	1.1
-6.0	1.1
-1.3	1.1
-17.5	1.1
-0.4	1.1
1	1.1
-1.2	1.1
0.5	1.1
-1.9	1.1
-1.4	1.1
-2.1	1.1
-3.3	1.1
1	1.1
0.8	1.1
-17.8	1.1
1	1.1
-12.5	1.1
-1.6	1.1
-2.9	1.1
-9.5	1.1
-0.3	1.1
-1.2	1.1
0.7	1.1
-30.1	1.1
-5.5	1.1
-2.4	1.1
-10.1	1.1
-8.8	1.1
-6.3	1.1
-1.4	1.1
0.8	1.1
1	1.1
0.2	1.1
-2.9	1.1
0.9	1.1
0.1	1.1
1	1.1
-6.8	1.1
-6.3	1.1
0.5	1.1
-30.1	1.1
0.1	1.1
1	1.1
-0.7	1.1
-2.8	1.1
-30.1	1.1
1	1.1
-30.1	1.1
-17.5	1.1
-0.7	1.1
-14.2	1.1
-1.1	1.1
0.9	1.1
-4.4	1.1
1	1.1
-30.1	1.1
1	1.1
-1.2	1.1
1	1.1
-10.1	1.1
-4.2	1.1
0.7	1.1
1	1.1
-0.4	1.1
0.3	1.1
0.7	1.1
-1.3	1.1
-0.3	1.1
-4.5	1.1
0.9	1.1
-3.9	1.1
0.1	1.1
-6.7	1.1
-3.5	1.1
-2.3	1.1
1	1.1
0.2	1.1
1	1.1
1	1.1
-14.7	1.1
-19.3	1.1
-3.6	1.1
-1.8	1.1
-2.8	1.1
0.5	1.1
-7.5	1.1
-0.4	1.1
-0.5	1.1
-0.2	1.1
-4.6	1.1
0.3	1.1
1	1.1
0.8	1.1
-0.1	1.1
0.9	1.1
-6.8	1.1
-4.2	1.1
-8.3	1.1
0.2	1.1
0.5	1.1
-0.5	1.1
-10.0	1.1
1	1.1
1	1.1
-4.3	1.1
-0.9	1.1
0.8	1.1
0.8	1.1
-2.7	1.1
-2.7	1.1
1	1.1
-12.3	1.1
-21.2	1.1
0.8	1.1
1	1.1
-24.4	1.1
0.6	1.1
1	1.1
1	1.1
-0.1	1.1
-0.5	1.1
1	1.1
-30.1	1.1
-30.1	1.1
-19.8	1.1
1	1.1
-3.5	1.1
-30.1	1.1
-30.1	1.1
-26.4	1.1
1	1.1
1	1.1
-30.1	1.1
-30.1	1.1
-30.1	1.1
-15.9	1.1
-30.1	1.1
0.8	1.1
1	1.1
-15.5	1.1
-11.9	1.1
0.9	1.1
-30.1	1.1
-25.1	1.1
0.9	1.1
-10.8	1.1
-4.7	1.1
-30.1	1.1
0.8	1.1
-30.1	1.1
-2.9	1.1
-2.8	1.1
-4.9	1.1
-30.1	1.1
1	1.1
-0.5	1.1
-0.2	1.1
0.6	1.1
0.9	1.1
1	1.1
0.4	1.1
1	1.1
-0.7	1.1
1.11022302463e-16	1.1
-0.3	1.1
-2.9	1.1
-1.8	1.1
-30.1	1.1
-0.8	1.1
0.8	1.1
1.11022302463e-16	1.1
0.2	1.1
0.5	1.1
-0.8	1.1
0.9	1.1
0.5	1.1
-1.2	1.1
1	1.1
-12.8	1.1
1	1.1
-16.3	1.1
-11.2	1.1
-8.0	1.1
0.8	1.1
0.9	1.1
0.9	1.1
0.8	1.1
1.11022302463e-16	1.1
-9.9	1.1
1	1.1
0.7	1.1
-0.2	1.1
-30.1	1.1
1	1.1
-3.3	1.1
-5.8	1.1
-27.7	1.1
1	1.1
-30.1	1.1
-30.1	1.1
-30.1	1.1
-30.1	1.1
1	1.1
-30.1	1.1
-0.3	1.1
-30.1	1.1
-30.1	1.1
1	1.1
0.1	1.1
1	1.1
-30.1	1.1
0.8	1.1
-3.4	1.1
1	1.1
1	1.1
-8.1	1.1
0.8	1.1
-30.1	1.1
-9.3	1.1
-4.1	1.1
-15.2	1.1
-30.1	1.1
0.5	1.1
1	1.1
0.8	1.1
1	1.1
-1.5	1.1
0.2	1.1
1	1.1
-30.1	1.1
1	1.1
-3.7	1.1
0.8	1.1
1	1.1
1	1.1
0.9	1.1
-1.7	1.1
1	1.1
1	1.1
0.6	1.1
1	1.1
-12.9	1.1
-8.0	1.1
-30.1	1.1
1.11022302463e-16	1.1
-4.3	1.1
1	1.1
0.8	1.1
1	1.1
1	1.1
0.9	1.1
-4.4	1.1
-30.1	1.1
-30.1	1.1
0.8	1.1
0.3	1.1
-30.1	1.1
1	1.1
-30.1	1.1
1	1.1
-16.9	1.1
0.6	1.1
-0.3	1.1
1	1.1
-13.3	1.1
0.7	1.1
0.9	1.1
0.9	1.1
-9.5	1.1
0.7	1.1
-13.4	1.1
0.4	1.1
1	1.1
0.8	1.1
0.7	1.1
-5.4	1.1
1	1.1
1	1.1
0.3	1.1
-5.0	1.1
-16.5	1.1
0.9	1.1
-4.8	1.1
0.2	1.1
-7.1	1.1
0.7	1.1
-13.6	1.1
0.2	1.1
-7.8	1.1
-1.7	1.1
-15.5	1.1
0.7	1.1
-18.8	1.1
-30.1	1.1
0.6	1.1
-24.7	1.1
0.4	1.1
-0.6	1.1
-1.1	1.1
-5.1	1.1
0.8	1.1
-11.5	1.1
-1.0	1.1
1	1.1
-2.5	1.1
-1.6	1.1
-5.4	1.1
0.9	1.1
0.1	1.1
-12.7	1.1
-0.7	1.1
1	1.1
-27.2	1.1
0.4	1.1
0.8	1.1
-4.7	1.1
1	1.1
0.7	1.1
-5.7	1.1
1.11022302463e-16	1.1
0.2	1.1
-19.6	1.1
-1.5	1.1
-2.9	1.1
-26.9	1.1
0.9	1.1
0.9	1.1
0.6	1.1
-5.7	1.1
1	1.1
0.2	1.1
1.11022302463e-16	1.1
-2.1	1.1
-2.4	1.1
-12.0	1.1
0.9	1.1
-0.5	1.1
0.8	1.1
0.4	1.1
0.8	1.1
1	1.1
0.1	1.1
-7.4	1.1
-0.4	1.1
1	1.1
-6.2	1.1
0.9	1.1
-0.8	1.1
0.9	1.1
-1.6	1.1
1	1.1
-0.9	1.1
-4.6	1.1
-2.3	1.1
-2.0	1.1
-0.4	1.1
-4.0	1.1
0.4	1.1
0.2	1.1
1	1.1
1	1.1
1	1.1
0.9	1.1
-5.2	1.1
-1.1	1.1
1	1.1
-6.7	1.1
-6.1	1.1
-2.5	1.1
-1.9	1.1
-8.2	1.1
0.2	1.1
0.8	1.1
-2.1	1.1
0.9	1.1
0.7	1.1
0.7	1.1
-4.1	1.1
-1.9	1.1
-10.1	1.1
-2.3	1.1
-6.1	1.1
-7.5	1.1
-3.3	1.1
0.5	1.1
0.8	1.1
-0.5	1.1
1	1.1
0.9	1.1
1	1.1
-0.9	1.1
-1.8	1.1
-2.0	1.1
1	1.1
1	1.1
0.9	1.1
0.8	1.1
-0.7	1.1
0.4	1.1
0.7	1.1
-7.2	1.1
-3.7	1.1
-0.2	1.1
-1.4	1.1
-11.8	1.1
0.8	1.1
-19.2	1.1
1	1.1
-5.6	1.1
1	1.1
1	1.1
-4.0	1.1
0.5	1.1
0.9	1.1
-5.5	1.1
-0.5	1.1
-3.7	1.1
1	1.1
-3.6	1.1
-8.7	1.1
0.2	1.1
-2.5	1.1
1.11022302463e-16	1.1
-9.3	1.1
-1.7	1.1
-3.7	1.1
1	1.1
-1.4	1.1
0.5	1.1
1	1.1
0.7	1.1
0.9	1.1
-1.4	1.1
-6.3	1.1
1	1.1
0.7	1.1
1	1.1
1	1.1
0.7	1.1
0.9	1.1
-5.0	1.1
0.8	1.1
0.9	1.1
0.7	1.1
-11.2	1.1
-4.3	1.1
-19.7	1.1
0.8	1.1
0.7	1.1
-5.9	1.1
0.6	1.1
0.5	1.1
0.9	1.1
1	1.1
-2.4	1.1
0.8	1.1
0.6	1.1
0.9	1.1
1	1.1
1	1.1
-2.0	1.1
1	1.1
1	1.1
0.9	1.1
-2.8	1.1
0.5	1.1
-1.9	1.1
1	1.1
0.9	1.1
1	1.1
1	1.1
-4.7	1.1
-1.3	1.1
1	1.1
0.9	1.1
0.8	1.1
0.7	1.1
1	1.1
1	1.1
-4.1	1.1
1	1.1
1	1.1
0.2	1.1
-1.0	1.1
-6.1	1.1
1	1.1
-1.5	1.1
-8.5	1.1
0.9	1.1
0.8	1.1
0.9	1.1
-5.5	1.1
-0.7	1.1
0.9	1.1
1	1.1
-6.5	1.1
-1.2	1.1
0.9	1.1
-4.6	1.1
-30.1	1.1
-12.1	1.1
-1.4	1.1
1	1.1
0.5	1.1
0.2	1.1
0.6	1.1
1	1.1
-3.4	1.1
0.9	1.1
0.9	1.1
1	1.1
-5.8	1.1
-1.1	1.1
1	1.1
-10.0	1.1
1	1.1
-9.1	1.1
-8.0	1.1
0.9	1.1
1	1.1
-17.2	1.1
0.7	1.1
-1.5	1.1
0.7	1.1
1	1.1
0.9	1.1
-30.1	1.1
-6.7	1.1
1	1.1
-0.3	1.1
1	1.1
1	1.1
-1.0	1.1
1.11022302463e-16	1.1
1	1.1
-19.9	1.1
-30.1	1.1
-19.9	1.1
-11.4	1.1
-3.6	1.1
-30.1	1.1
1	1.1
0.9	1.1
1	1.1
1	1.1
-30.1	1.1
-30.1	1.1
-19.7	1.1
-30.1	1.1
-30.1	1.1
-0.1	1.1
-7.1	1.1
0.9	1.1
-8.6	1.1
-7.7	1.1
0.6	1.1
1	1.1
-30.1	1.1
-0.4	1.1
0.2	1.1
0.7	1.1
1	1.1
-2.1	1.1
-30.1	1.1
-30.1	1.1
0.9	1.1
-30.1	1.1
-0.7	1.1
0.8	1.1
-1.5	1.1
-30.1	1.1
-30.1	1.1
-8.3	1.1
-18.7	1.1
-3.6	1.1
0.9	1.1
1	1.1
-8.2	1.1
-1.3	1.1
-0.1	1.1
-0.2	1.1
0.8	1.1
1	1.1
-0.6	1.1
0.9	1.1
1	1.1
0.9	1.1
0.9	1.1
0.8	1.1
-6.6	1.1
0.2	1.1
-0.3	1.1
0.8	1.1
-1.0	1.1
1	1.1
1	1.1
-1.7	1.1
-30.1	1.1
-2.3	1.1
1	1.1
0.6	1.1
0.8	1.1
1	1.1
0.9	1.1
-0.1	1.1
0.7	1.1
-0.6	1.1
0.9	1.1
0.9	1.1
0.7	1.1
1.11022302463e-16	1.1
1	1.1
1	1.1
-0.9	1.1
-5.9	1.1
1	1.1
1.11022302463e-16	1.1
1	1.1
1	1.1
0.9	1.1
-4.1	1.1
-1.2	1.1
0.9	1.1
-0.8	1.1
-30.1	1.1
-30.1	1.1
-0.2	1.1
0.8	1.1
-0.5	1.1
-1.1	1.1
0.4	1.1
-8.6	1.1
1	1.1
0.9	1.1
-0.9	1.1
-1.0	1.1
0.1	1.1
0.7	1.1
-0.6	1.1
1	1.1
1	1.1
-3.5	1.1
1	1.1
-6.0	1.1
0.8	1.1
0.9	1.1
-0.1	1.1
1	1.1
1	1.1
1	1.1
-1.7	1.1
-1.2	1.1
-6.6	1.1
0.9	1.1
1	1.1
-2.6	1.1
-3.0	1.1
1	1.1
1	1.1
0.8	1.1
0.9	1.1
-0.3	1.1
-0.6	1.1
1	1.1
1	1.1
1	1.1
0.9	1.1
0.9	1.1
1	1.1
0.9	1.1
0.9	1.1
-8.0	1.1
1	1.1
0.8	1.1
1	1.1
-11.3	1.1
1	1.1
0.5	1.1
-30.1	1.1
-12.1	1.1
-1.2	1.1
0.5	1.1
1	1.1
0.9	1.1
1	1.1
1	1.1
-6.2	1.1
0.4	1.1
-4.7	1.1
-1.9	1.1
1	1.1
1	1.1
-2.2	1.1
0.9	1.1
-30.1	1.1
-30.1	1.1
-5.5	1.1
0.9	1.1
1.11022302463e-16	1.1
-2.6	1.1
-0.6	1.1
-30.1	1.1
1	1.1
-10.4	1.1
-2.8	1.1
1	1.1
-30.1	1.1
-22.2	1.1
-6.2	1.1
1	1.1
-16.6	1.1
1	1.1
-4.9	1.1
1	1.1
0.3	1.1
-0.2	1.1
-2.3	1.1
-1.9	1.1
-0.6	1.1
-4.6	1.1
-0.9	1.1
-1.1	1.1
-4.3	1.1
0.9	1.1
-3.6	1.1
0.9	1.1
0.3	1.1
0.9	1.1
1	1.1
0.4	1.1
-2.0	1.1
0.9	1.1
-26.9	1.1
1	1.1
0.9	1.1
1	1.1
-6.7	1.1
-6.9	1.1
-3.9	1.1
-30.1	1.1
-1.9	1.1
1	1.1
1	1.1
0.4	1.1
0.8	1.1
-2.9	1.1
1	1.1
0.4	1.1
-24.2	1.1
-2.5	1.1
-30.1	1.1
0.3	1.1
-6.2	1.1
-3.9	1.1
0.5	1.1
-0.7	1.1
-12.6	1.1
1	1.1
1	1.1
-3.5	1.1
0.9	1.1
1	1.1
-6.0	1.1
-2.5	1.1
-4.8	1.1
0.6	1.1
-1.2	1.1
-1.5	1.1
-0.6	1.1
1	1.1
-3.0	1.1
0.8	1.1
0.7	1.1
-30.1	1.1
1	1.1
-0.2	1.1
0.9	1.1
0.9	1.1
-30.1	1.1
-30.1	1.1
1	1.1
1	1.1
0.9	1.1
-1.9	1.1
1	1.1
0.9	1.1
-0.8	1.1
1	1.1
1	1.1
-8.0	1.1
-1.1	1.1
-2.3	1.1
0.2	1.1
-0.1	1.1
-30.1	1.1
-30.1	1.1
-0.3	1.1
-4.5	1.1
1	1.1
0.1	1.1
1	1.1
0.1	1.1
1	1.1
0.7	1.1
0.4	1.1
-8.7	1.1
-3.1	1.1
1	1.1
-0.9	1.1
-3.4	1.1
0.8	1.1
1	1.1
1	1.1
-0.2	1.1
0.9	1.1
0.9	1.1
0.8	1.1
-30.1	1.1
-30.1	1.1
-5.3	1.1
-30.1	1.1
0.9	1.1
0.8	1.1
0.9	1.1
0.9	1.1
-0.1	1.1
-1.6	1.1
-7.3	1.1
-5.8	1.1
1	1.1
1	1.1
-1.6	1.1
-1.4	1.1
1	1.1
-30.1	1.1
1	1.1
0.9	1.1
0.9	1.1
-1.5	1.1
1	1.1
-0.1	1.1
-2.9	1.1
1	1.1
-30.1	1.1
1	1.1
-5.9	1.1
1	1.1
-0.2	1.1
0.9	1.1
-30.1	1.1
1	1.1
-5.4	1.1
0.7	1.1
0.9	1.1
-0.2	1.1
-3.1	1.1
0.7	1.1
0.9	1.1
1	1.1
1	1.1
0.9	1.1
-0.1	1.1
1	1.1
-0.5	1.1
-30.1	1.1
1	1.1
0.9	1.1
-4.4	1.1
-30.1	1.1
1	1.1
0.7	1.1
-0.9	1.1
0.7	1.1
1	1.1
0.7	1.1
0.9	1.1
-30.1	1.1
-1.5	1.1
-0.9	1.1
0.9	1.1
-30.1	1.1
0.8	1.1
-2.5	1.1
0.9	1.1
-0.3	1.1
1	1.1
-4.4	1.1
-30.1	1.1
1	1.1
-30.1	1.1
0.9	1.1
-0.7	1.1
-3.4	1.1
-0.1	1.1
-3.8	1.1
0.8	1.1
0.9	1.1
-0.5	1.1
0.2	1.1
-30.1	1.1
-11.2	1.1
-30.1	1.1
1	1.1
-2.2	1.1
1	1.1
1	1.1
-0.2	1.1
-2.2	1.1
-1.0	1.1
-30.1	1.1
-30.1	1.1
0.9	1.1
-4.6	1.1
-0.3	1.1
-30.1	1.1
-1.2	1.1
-30.1	1.1
0.9	1.1
1	1.1
0.9	1.1
0.9	1.1
-30.1	1.1
-0.9	1.1
-9.8	1.1
-23.5	1.1
-0.7	1.1
-2.4	1.1
0.3	1.1
0.9	1.1
1	1.1
-1.0	1.1
1	1.1
0.9	1.1
1	1.1
0.6	1.1
-2.4	1.1
0.9	1.1
1	1.1
-3.2	1.1
0.9	1.1
0.7	1.1
1	1.1
0.9	1.1
1	1.1
1	1.1
-30.1	1.1
1	1.1
0.6	1.1
-0.4	1.1
0.9	1.1
-30.1	1.1
-23.9	1.1
1	1.1
0.8	1.1
-10.0	1.1
0.6	1.1
1	1.1
0.8	1.1
1	1.1
-1.4	1.1
-15.6	1.1
0.8	1.1
-4.4	1.1
-0.2	1.1
0.8	1.1
-4.0	1.1
-9.5	1.1
0.9	1.1
-7.5	1.1
-5.6	1.1
-5.3	1.1
-1.1	1.1
0.5	1.1
-0.1	1.1
0.7	1.1
-1.9	1.1
-30.1	1.1
-10.1	1.1
1	1.1
0.5	1.1
-0.2	1.1
-3.3	1.1
0.8	1.1
0.8	1.1
0.9	1.1
0.8	1.1
-2.4	1.1
0.4	1.1
-4.9	1.1
1	1.1
-0.3	1.1
-0.2	1.1
1	1.1
0.2	1.1
1	1.1
-1.8	1.1
1	1.1
1	1.1
0.8	1.1
0.3	1.1
-0.2	1.1
1	1.1
0.9	1.1
1	1.1
-2.1	1.1
-25.2	1.1
-1.3	1.1
-11.7	1.1
-3.9	1.1
1	1.1
1	1.1
0.9	1.1
1	1.1
-8.4	1.1
-3.4	1.1
-3.0	1.1
0.7	1.1
-0.8	1.1
-0.8	1.1
1	1.1
-4.1	1.1
0.3	1.1
-14.9	1.1
1	1.1
-0.1	1.1
1	1.1
-2.0	1.1
-24.7	1.1
0.8	1.1
-0.9	1.1
1	1.1
0.9	1.1
0.7	1.1
-4.3	1.1
1	1.1
0.9	1.1
-16.7	1.1
-11.3	1.1
1	1.1
-2.9	1.1
0.9	1.1
1	1.1
-7.7	1.1
-0.3	1.1
-5.9	1.1
-4.8	1.1
-0.5	1.1
-9.7	1.1
-11.2	1.1
-5.6	1.1
-0.4	1.1
1	1.1
1	1.1
0.7	1.1
0.1	1.1
1	1.1
-2.0	1.1
0.9	1.1
0.6	1.1
0.8	1.1
0.8	1.1
-1.3	1.1
0.8	1.1
0.7	1.1
1	1.1
0.2	1.1
0.9	1.1
-0.8	1.1
1	1.1
1	1.1
0.9	1.1
1	1.1
1.11022302463e-16	1.1
0.3	1.1
-1.6	1.1
1	1.1
